,valid_datetime,Day-ahead_Price,Balancing_Price,price_signal,system_imbalance,alpha
22032,2021-12-23 23:00:00+00:00,300.84,277,-23.84,223.1041,0.230838994
22033,2021-12-23 23:30:00+00:00,300.84,188,-112.84,-275.194,0.230927257
22034,2021-12-24 00:00:00+00:00,289.95,186,-103.95,-465.9905,0.230792599
22035,2021-12-24 00:30:00+00:00,289.95,188,-101.95,-273.2877,0.230823675
22036,2021-12-24 01:00:00+00:00,272.07,190,-82.07,-55.1633,0.230853907
22037,2021-12-24 01:30:00+00:00,272.07,190,-82.07,-91.1918,0.230913334
22038,2021-12-24 02:00:00+00:00,259.08,190,-69.08,-64.9357,0.230928452
22039,2021-12-24 02:30:00+00:00,259.08,77.63421,-181.44579,-219.5729,0.231106255
22040,2021-12-24 03:00:00+00:00,264.77,150,-114.77,-393.5833,0.231093959
22041,2021-12-24 03:30:00+00:00,264.77,0,-264.77,-599.2861,0.231487321
22042,2021-12-24 04:00:00+00:00,270.54,0,-270.54,-575.9155,0.231917883
22043,2021-12-24 04:30:00+00:00,270.54,0,-270.54,-338.8865,0.232313549
22044,2021-12-24 05:00:00+00:00,294.73,0,-294.73,-712.8952,0.232796605
22045,2021-12-24 05:30:00+00:00,294.73,180,-114.73,-483.7024,0.23278944
22046,2021-12-24 06:00:00+00:00,279.48,180,-99.48,-91.7188,0.232833317
22047,2021-12-24 06:30:00+00:00,279.48,350,70.52,655.7621,0.232616158
22048,2021-12-24 07:00:00+00:00,333.29,194,-139.29,-169.224,0.232703884
22049,2021-12-24 07:30:00+00:00,333.29,192,-141.29,-222.5864,0.232798654
22050,2021-12-24 08:00:00+00:00,354.05,190,-164.05,-168.7651,0.232880541
22051,2021-12-24 08:30:00+00:00,354.05,190,-164.05,-112.3863,0.232998486
22052,2021-12-24 09:00:00+00:00,353.35,190,-163.35,-467.2984,0.233222471
22053,2021-12-24 09:30:00+00:00,353.35,190,-163.35,-477.5832,0.233417567
22054,2021-12-24 10:00:00+00:00,354.97,192,-162.97,-461.9251,0.233572696
22055,2021-12-24 10:30:00+00:00,354.97,190,-164.97,-336.6268,0.233775191
22056,2021-12-24 11:00:00+00:00,339.13,185,-154.13,-247.8111,0.234029313
22057,2021-12-24 11:30:00+00:00,339.13,185,-154.13,-163.7671,0.2343426
22058,2021-12-24 12:00:00+00:00,314.76,391,76.24,84.3951,0.23462276
22059,2021-12-24 12:30:00+00:00,314.76,329,14.24,15.6038,0.235080448
22060,2021-12-24 13:00:00+00:00,301.99,180,-121.99,-283.4743,0.235157368
22061,2021-12-24 13:30:00+00:00,301.99,161.15,-140.84,-586.9228,0.234880523
22062,2021-12-24 14:00:00+00:00,295.89,161.15,-134.74,-298.3966,0.234884361
22063,2021-12-24 14:30:00+00:00,295.89,165,-130.89,-424.2416,0.235405356
22064,2021-12-24 15:00:00+00:00,323.69,170,-153.69,-395.261,0.235329091
22065,2021-12-24 15:30:00+00:00,323.69,165,-158.69,-479.4634,0.235493923
22066,2021-12-24 16:00:00+00:00,335.33,188.37903,-146.95097,-110.3326,0.23466618
22067,2021-12-24 16:30:00+00:00,335.33,165,-170.33,-354.2778,0.234011702
22068,2021-12-24 17:00:00+00:00,305.87,161.75741,-144.11259,-295.8208,0.233778362
22069,2021-12-24 17:30:00+00:00,305.87,161.15,-144.72,-516.3092,0.233575695
22070,2021-12-24 18:00:00+00:00,306,161.15,-144.85,-451.8743,0.233745633
22071,2021-12-24 18:30:00+00:00,306,161.15,-144.85,-629.9821,0.233586275
22072,2021-12-24 19:00:00+00:00,292.43,125,-167.43,-528.2651,0.23359447
22073,2021-12-24 19:30:00+00:00,292.43,151,-141.43,-410.6455,0.23366679
22074,2021-12-24 20:00:00+00:00,290.58,150,-140.58,-415.3486,0.233635074
22075,2021-12-24 20:30:00+00:00,290.58,110,-180.58,-543.2446,0.234077226
22076,2021-12-24 21:00:00+00:00,266.96,110,-156.96,-517.0996,0.234089432
22077,2021-12-24 21:30:00+00:00,266.96,115,-151.96,-310.7267,0.234179061
22078,2021-12-24 22:00:00+00:00,224.57,219,-5.57,100.4547,0.234122131
22079,2021-12-24 22:30:00+00:00,224.57,225,0.43,132.484,0.234073402
22080,2021-12-24 23:00:00+00:00,187.16,100,-87.16,-127.5673,0.234103978
22081,2021-12-24 23:30:00+00:00,187.16,95.28249,-91.87751,-301.6892,0.23409977
22082,2021-12-25 00:00:00+00:00,175.77,240,64.23,290.6717,0.234203854
22083,2021-12-25 00:30:00+00:00,175.77,230,54.23,255.9706,0.23439711
22084,2021-12-25 01:00:00+00:00,149.71,240,90.29,428.4541,0.234438259
22085,2021-12-25 01:30:00+00:00,149.71,240,90.29,265.8122,0.234505747
22086,2021-12-25 02:00:00+00:00,126.3,240,113.7,254.579,0.234586035
22087,2021-12-25 02:30:00+00:00,126.3,127.25,0.95,-3.8004,0.234887519
22088,2021-12-25 03:00:00+00:00,119.29,72.44,-46.85,-461.7408,0.234613708
22089,2021-12-25 03:30:00+00:00,119.29,49.17,-70.12,-790.6517,0.233888659
22090,2021-12-25 04:00:00+00:00,120.48,61.84,-58.64,-414.9251,0.233689696
22091,2021-12-25 04:30:00+00:00,120.48,61.46,-59.02,-483.774,0.233422426
22092,2021-12-25 05:00:00+00:00,147.45,52,-95.45,-477.9253,0.233543227
22093,2021-12-25 05:30:00+00:00,147.45,51.62,-95.83,-541.7841,0.233522088
22094,2021-12-25 06:00:00+00:00,159.45,-54.2,-213.65,-1202.4519,0.232831834
22095,2021-12-25 06:30:00+00:00,159.45,-20,-179.45,-892.7723,0.232582926
22096,2021-12-25 07:00:00+00:00,189.96,0,-189.96,-500.6503,0.232752916
22097,2021-12-25 07:30:00+00:00,189.96,93.42,-96.54,-429.6459,0.232720723
22098,2021-12-25 08:00:00+00:00,199.54,110,-89.54,-593.315,0.232407606
22099,2021-12-25 08:30:00+00:00,199.54,126.73008,-72.80992,-335.8167,0.232548241
22100,2021-12-25 09:00:00+00:00,206.18,155.5,-50.68,-67.6656,0.232637687
22101,2021-12-25 09:30:00+00:00,206.18,227,20.82,171.4242,0.232607182
22102,2021-12-25 10:00:00+00:00,220.77,160.01,-60.76,-222.2909,0.232519056
22103,2021-12-25 10:30:00+00:00,220.77,146.94,-73.83,-252.1443,0.232454716
22104,2021-12-25 11:00:00+00:00,247.94,169.05,-78.89,-35.9789,0.232436016
22105,2021-12-25 11:30:00+00:00,247.94,220.94,-27,116.5085,0.232417368
22106,2021-12-25 12:00:00+00:00,243.08,220.94,-22.14,81.5494,0.232391984
22107,2021-12-25 12:30:00+00:00,243.08,228,-15.08,343.3966,0.232270698
22108,2021-12-25 13:00:00+00:00,219.15,230,10.85,663.8445,0.231847767
22109,2021-12-25 13:30:00+00:00,219.15,228,8.85,543.5348,0.231604009
22110,2021-12-25 14:00:00+00:00,202.8,228,25.2,505.4918,0.231453297
22111,2021-12-25 14:30:00+00:00,202.8,228,25.2,66.3709,0.231447375
22112,2021-12-25 15:00:00+00:00,211.22,228,16.78,63.8336,0.231457394
22113,2021-12-25 15:30:00+00:00,211.22,125,-86.22,-63.9626,0.23148364
22114,2021-12-25 16:00:00+00:00,212.25,208,-4.25,66.8429,0.231482857
22115,2021-12-25 16:30:00+00:00,212.25,12,-200.25,-165.3192,0.231560996
22116,2021-12-25 17:00:00+00:00,206.04,66,-140.04,-244.2616,0.231583944
22117,2021-12-25 17:30:00+00:00,206.04,66,-140.04,-634.8947,0.231365498
22118,2021-12-25 18:00:00+00:00,202.24,0,-202.24,-371.9462,0.23154736
22119,2021-12-25 18:30:00+00:00,202.24,66,-136.24,-54.1286,0.231609774
22120,2021-12-25 19:00:00+00:00,189.36,66,-123.36,-86.1713,0.231658019
22121,2021-12-25 19:30:00+00:00,189.36,157.2,-32.16,-121.9646,0.231745693
22122,2021-12-25 20:00:00+00:00,180.57,154.98,-25.59,-226.1841,0.231805036
22123,2021-12-25 20:30:00+00:00,180.57,147.68,-32.89,-132.2777,0.231966869
22124,2021-12-25 21:00:00+00:00,157.07,225,67.93,62.7097,0.23194412
22125,2021-12-25 21:30:00+00:00,157.07,225,67.93,157.243,0.23195654
22126,2021-12-25 22:00:00+00:00,162.95,147.02,-15.93,-87.8732,0.231926303
22127,2021-12-25 22:30:00+00:00,162.95,157.31,-5.64,-30.5415,0.231897459
22128,2021-12-25 23:00:00+00:00,148.97,0,-148.97,-165.6137,0.23207008
22129,2021-12-25 23:30:00+00:00,148.97,114,-34.97,-64.7917,0.232069542
22130,2021-12-26 00:00:00+00:00,127.47,105,-22.47,-31.725,0.232041127
22131,2021-12-26 00:30:00+00:00,127.47,239.94,112.47,480.9483,0.232185143
22132,2021-12-26 01:00:00+00:00,107.32,239.94,132.62,486.3371,0.232260305
22133,2021-12-26 01:30:00+00:00,107.32,239.94,132.62,413.8695,0.232440168
22134,2021-12-26 02:00:00+00:00,87.66,220,132.34,185.2411,0.23258594
22135,2021-12-26 02:30:00+00:00,87.66,210,122.34,18.5573,0.232770236
22136,2021-12-26 03:00:00+00:00,77.63,101.09,23.46,-26.6738,0.232842913
22137,2021-12-26 03:30:00+00:00,77.63,101.09,23.46,-18.7111,0.233086061
22138,2021-12-26 04:00:00+00:00,83.22,91.76,8.54,-148.1282,0.233052675
22139,2021-12-26 04:30:00+00:00,83.22,99.18,15.96,-11.9386,0.233008871
22140,2021-12-26 05:00:00+00:00,114.12,91.99,-22.13,-45.4417,0.23299245
22141,2021-12-26 05:30:00+00:00,114.12,210,95.88,92.1531,0.233004013
22142,2021-12-26 06:00:00+00:00,90.04,107.17,17.13,-226.3686,0.23285947
22143,2021-12-26 06:30:00+00:00,90.04,108.53,18.49,-116.8234,0.232781661
22144,2021-12-26 07:00:00+00:00,131.42,123.71,-7.71,-62.0183,0.232758417
22145,2021-12-26 07:30:00+00:00,131.42,119.61,-11.81,-251.3261,0.232708168
22146,2021-12-26 08:00:00+00:00,159.5,129.44,-30.06,-397.3456,0.232463631
22147,2021-12-26 08:30:00+00:00,159.5,131.9,-27.6,-304.4038,0.232359501
22148,2021-12-26 09:00:00+00:00,183.44,135.06,-48.38,-127.3039,0.232492711
22149,2021-12-26 09:30:00+00:00,183.44,225,41.56,256.4688,0.232673119
22150,2021-12-26 10:00:00+00:00,184.64,239,54.36,314.3591,0.232822454
22151,2021-12-26 10:30:00+00:00,184.64,239,54.36,324.067,0.232866159
22152,2021-12-26 11:00:00+00:00,199.79,224,24.21,23.7783,0.232868522
22153,2021-12-26 11:30:00+00:00,199.79,227,27.21,261.8172,0.232873012
22154,2021-12-26 12:00:00+00:00,193.42,227,33.58,257.3391,0.232848164
22155,2021-12-26 12:30:00+00:00,193.42,222,28.58,120.113,0.23285267
22156,2021-12-26 13:00:00+00:00,189.65,100,-89.65,-128.683,0.232918975
22157,2021-12-26 13:30:00+00:00,189.65,100,-89.65,-79.8002,0.232997977
22158,2021-12-26 14:00:00+00:00,174.08,100,-74.08,-174.3302,0.232993241
22159,2021-12-26 14:30:00+00:00,174.08,100,-74.08,-153.7312,0.232982293
22160,2021-12-26 15:00:00+00:00,203.57,232.75,29.18,152.6083,0.232857314
22161,2021-12-26 15:30:00+00:00,203.57,232.75,29.18,251.9583,0.232854897
22162,2021-12-26 16:00:00+00:00,233.51,232.75,-0.76,42.94,0.232891452
22163,2021-12-26 16:30:00+00:00,233.51,232.75,-0.76,38.2602,0.233142946
22164,2021-12-26 17:00:00+00:00,219.56,101.1,-118.46,-50.9554,0.233197088
22165,2021-12-26 17:30:00+00:00,219.56,101.1,-118.46,-133.6319,0.233229377
22166,2021-12-26 18:00:00+00:00,207.33,244,36.67,123.1035,0.233188135
22167,2021-12-26 18:30:00+00:00,207.33,232.75,25.42,20.8901,0.233195439
22168,2021-12-26 19:00:00+00:00,198.43,232.75,34.32,138.8859,0.233157259
22169,2021-12-26 19:30:00+00:00,198.43,244,45.57,375.2475,0.233067836
22170,2021-12-26 20:00:00+00:00,184.89,230,45.11,326.5444,0.233054651
22171,2021-12-26 20:30:00+00:00,184.89,230,45.11,214.5056,0.233259298
22172,2021-12-26 21:00:00+00:00,182.97,230,47.03,344.8167,0.233504372
22173,2021-12-26 21:30:00+00:00,182.97,226,43.03,140.3917,0.233876689
22174,2021-12-26 22:00:00+00:00,179.59,215,35.41,65.2666,0.234629704
22175,2021-12-26 22:30:00+00:00,179.59,100,-79.59,-154.1385,0.234987716
22176,2021-12-26 23:00:00+00:00,170.11,102.5,-67.61,-109.2661,0.236802156
22177,2021-12-26 23:30:00+00:00,170.11,215,44.89,156.53,0.238440341
22178,2021-12-27 00:00:00+00:00,190.78,115,-75.78,-23.8014,0.239653038
22179,2021-12-27 00:30:00+00:00,190.78,225,34.22,152.1609,0.242719919
22180,2021-12-27 01:00:00+00:00,163.79,225,61.21,192.0983,0.246161414
22181,2021-12-27 01:30:00+00:00,163.79,203.48,39.69,189.2777,0.249046089
22182,2021-12-27 02:00:00+00:00,145.91,195.92,50.01,124.9916,0.250716229
22183,2021-12-27 02:30:00+00:00,145.91,115,-30.91,-9.2292,0.252393096
22184,2021-12-27 03:00:00+00:00,139.69,115,-24.69,-12.2167,0.255581518
22185,2021-12-27 03:30:00+00:00,139.69,149.89,10.2,158.9459,0.257971392
22186,2021-12-27 04:00:00+00:00,170.91,115,-55.91,-44.0321,0.25901906
22187,2021-12-27 04:30:00+00:00,170.91,110.1,-60.81,-222.6592,0.259030978
22188,2021-12-27 05:00:00+00:00,185.9,110.1,-75.8,-124.1981,0.259192065
22189,2021-12-27 05:30:00+00:00,185.9,102.5,-83.4,-227.9177,0.259168295
22190,2021-12-27 06:00:00+00:00,156.48,237,80.52,82.3128,0.259205919
22191,2021-12-27 06:30:00+00:00,156.48,115,-41.48,-75.7046,0.259242195
22192,2021-12-27 07:00:00+00:00,173.78,225,51.22,669.5199,0.258983345
22193,2021-12-27 07:30:00+00:00,173.78,174.58,0.8,69.6027,0.259104027
22194,2021-12-27 08:00:00+00:00,202.61,223.35,20.74,326.7876,0.259038908
22195,2021-12-27 08:30:00+00:00,202.61,223.5,20.89,352.9165,0.259127448
22196,2021-12-27 09:00:00+00:00,213.07,78.36286,-134.70714,-419.9012,0.259109426
22197,2021-12-27 09:30:00+00:00,213.07,10,-203.07,-395.7946,0.259683686
22198,2021-12-27 10:00:00+00:00,197.21,100,-97.21,-316.571,0.261024614
22199,2021-12-27 10:30:00+00:00,197.21,100,-97.21,-108.2375,0.263082052
22200,2021-12-27 11:00:00+00:00,199.4,100,-99.4,-125.1388,0.26350615
22201,2021-12-27 11:30:00+00:00,199.4,235,35.6,90.225,0.263512965
22202,2021-12-27 12:00:00+00:00,191.51,115,-76.51,-72.3251,0.263604859
22203,2021-12-27 12:30:00+00:00,191.51,115,-76.51,-126.7417,0.263639975
22204,2021-12-27 13:00:00+00:00,185.55,234.5,48.95,153.4583,0.263811212
22205,2021-12-27 13:30:00+00:00,185.55,234.5,48.95,129.4916,0.263882203
22206,2021-12-27 14:00:00+00:00,182.73,230,47.27,66.2083,0.26394831
22207,2021-12-27 14:30:00+00:00,182.73,120,-62.73,-89.0582,0.264135555
22208,2021-12-27 15:00:00+00:00,232.2,120,-112.2,-321.9417,0.264301704
22209,2021-12-27 15:30:00+00:00,232.2,100,-132.2,-529.8104,0.264249154
22210,2021-12-27 16:00:00+00:00,236.79,120,-116.79,-812.0059,0.263524291
22211,2021-12-27 16:30:00+00:00,236.79,121.2,-115.59,-465.104,0.263474931
22212,2021-12-27 17:00:00+00:00,201.23,121.2,-80.03,-427.8014,0.263287181
22213,2021-12-27 17:30:00+00:00,201.23,126,-75.23,-373.4642,0.26314366
22214,2021-12-27 18:00:00+00:00,197.17,126,-71.17,-611.3682,0.26261262
22215,2021-12-27 18:30:00+00:00,197.17,126,-71.17,-407.1864,0.262386751
22216,2021-12-27 19:00:00+00:00,188.81,129,-59.81,-170.9893,0.26250274
22217,2021-12-27 19:30:00+00:00,188.81,130.1,-58.71,-216.0809,0.262496436
22218,2021-12-27 20:00:00+00:00,174.28,130,-44.28,-153.7693,0.262446011
22219,2021-12-27 20:30:00+00:00,174.28,130,-44.28,-47.6896,0.262616722
22220,2021-12-27 21:00:00+00:00,154.55,225,70.45,4.5943,0.262683841
22221,2021-12-27 21:30:00+00:00,154.55,129,-25.55,-255.245,0.262530163
22222,2021-12-27 22:00:00+00:00,225.39,128.2,-97.19,-344.6933,0.262453761
22223,2021-12-27 22:30:00+00:00,225.39,128.25,-97.14,-89.2482,0.262517403
22224,2021-12-27 23:00:00+00:00,211.42,261,49.58,432.7113,0.26238702
22225,2021-12-27 23:30:00+00:00,211.42,245,33.58,320.8359,0.2623448
22226,2021-12-28 00:00:00+00:00,203.34,224,20.66,192.4244,0.262344414
22227,2021-12-28 00:30:00+00:00,203.34,245,41.66,336.239,0.262248265
22228,2021-12-28 01:00:00+00:00,179.81,202.01,22.2,69.7424,0.262190831
22229,2021-12-28 01:30:00+00:00,179.81,130,-49.81,-131.8415,0.262092515
22230,2021-12-28 02:00:00+00:00,136.44,162.75,26.31,28.5017,0.262007691
22231,2021-12-28 02:30:00+00:00,136.44,169.57,33.13,128.2647,0.261937006
22232,2021-12-28 03:00:00+00:00,124.88,229,104.12,249.5607,0.261948846
22233,2021-12-28 03:30:00+00:00,124.88,245,120.12,351.5837,0.261988588
22234,2021-12-28 04:00:00+00:00,111.75,255,143.25,442.3333,0.262134395
22235,2021-12-28 04:30:00+00:00,111.75,245,133.25,343.8082,0.26220281
22236,2021-12-28 05:00:00+00:00,122.37,229,106.63,364.8732,0.262342031
22237,2021-12-28 05:30:00+00:00,122.37,229,106.63,330.3141,0.262538382
22238,2021-12-28 06:00:00+00:00,135.17,224,88.83,196.0483,0.26252339
22239,2021-12-28 06:30:00+00:00,135.17,65,-70.17,-206.66,0.262430031
22240,2021-12-28 07:00:00+00:00,159.27,100,-59.27,-148.9552,0.262316903
22241,2021-12-28 07:30:00+00:00,159.27,110,-49.27,-77.0306,0.262212793
22242,2021-12-28 08:00:00+00:00,175.72,220,44.28,246.1017,0.262207
22243,2021-12-28 08:30:00+00:00,175.72,229,53.28,274.6984,0.262189386
22244,2021-12-28 09:00:00+00:00,174.09,227,52.91,296.7165,0.262182373
22245,2021-12-28 09:30:00+00:00,174.09,224,49.91,373.9375,0.262130708
22246,2021-12-28 10:00:00+00:00,174.81,224,49.19,134.1984,0.262058541
22247,2021-12-28 10:30:00+00:00,174.81,70,-104.81,-93.1573,0.262047301
22248,2021-12-28 11:00:00+00:00,179.23,70,-109.23,-225.6427,0.262034064
22249,2021-12-28 11:30:00+00:00,179.23,111,-68.23,-204.138,0.261933564
22250,2021-12-28 12:00:00+00:00,171.02,128.2,-42.82,-144.5321,0.261826293
22251,2021-12-28 12:30:00+00:00,171.02,128.2,-42.82,-319.616,0.261625646
22252,2021-12-28 13:00:00+00:00,156.08,130,-26.08,-175.3087,0.261505529
22253,2021-12-28 13:30:00+00:00,156.08,129,-27.08,-157.0068,0.261390351
22254,2021-12-28 14:00:00+00:00,136.53,130,-6.53,-313.785,0.261119816
22255,2021-12-28 14:30:00+00:00,136.53,128.5,-8.03,-458.5342,0.260642979
22256,2021-12-28 15:00:00+00:00,210.85,220,9.15,78.7715,0.261302782
22257,2021-12-28 15:30:00+00:00,210.85,247,36.15,243.0578,0.261502634
22258,2021-12-28 16:00:00+00:00,263.12,166,-97.12,-12.7799,0.26156645
22259,2021-12-28 16:30:00+00:00,263.12,247,-16.12,167.075,0.261809644
22260,2021-12-28 17:00:00+00:00,232.9,247,14.1,133.4584,0.261789234
22261,2021-12-28 17:30:00+00:00,232.9,247,14.1,112.7416,0.261751566
22262,2021-12-28 18:00:00+00:00,232.53,166,-66.53,-35.8,0.261687275
22263,2021-12-28 18:30:00+00:00,232.53,230,-2.53,63.5402,0.261694791
22264,2021-12-28 19:00:00+00:00,179.57,247,67.43,203.2226,0.261749619
22265,2021-12-28 19:30:00+00:00,179.57,230,50.43,158.4944,0.261809779
22266,2021-12-28 20:00:00+00:00,178.38,136.1,-42.28,-10.7897,0.261767928
22267,2021-12-28 20:30:00+00:00,178.38,220,41.62,154.4811,0.261780802
22268,2021-12-28 21:00:00+00:00,161.19,230,68.81,236.65,0.261686333
22269,2021-12-28 21:30:00+00:00,161.19,223,61.81,263.4613,0.261598449
22270,2021-12-28 22:00:00+00:00,228.73,223,-5.73,139.9426,0.261562361
22271,2021-12-28 22:30:00+00:00,228.73,131.1,-97.63,-78.6585,0.26160822
22272,2021-12-28 23:00:00+00:00,234.31,220,-14.31,190.7261,0.261550226
22273,2021-12-28 23:30:00+00:00,234.31,255,20.69,348.1415,0.261460091
22274,2021-12-29 00:00:00+00:00,220.92,255,34.08,290.8663,0.261505914
22275,2021-12-29 00:30:00+00:00,220.92,255,34.08,417.7456,0.261342232
22276,2021-12-29 01:00:00+00:00,209.91,285,75.09,263.1487,0.261356647
22277,2021-12-29 01:30:00+00:00,209.91,240,30.09,62.0805,0.261322607
22278,2021-12-29 02:00:00+00:00,180.15,128.3,-51.85,-9.1513,0.261465469
22279,2021-12-29 02:30:00+00:00,180.15,80,-100.15,-201.4883,0.261531199
22280,2021-12-29 03:00:00+00:00,128.19,128.2,0.01,-40.6378,0.261517398
22281,2021-12-29 03:30:00+00:00,128.19,240,111.81,110.8192,0.261571323
22282,2021-12-29 04:00:00+00:00,132.4,240,107.6,194.0748,0.261656512
22283,2021-12-29 04:30:00+00:00,132.4,240,107.6,169.6289,0.261740589
22284,2021-12-29 05:00:00+00:00,166.73,240,73.27,128.5433,0.261780146
22285,2021-12-29 05:30:00+00:00,166.73,128.2,-38.53,-72.8919,0.261768139
22286,2021-12-29 06:00:00+00:00,170.58,128.2,-42.38,-351.6219,0.261423085
22287,2021-12-29 06:30:00+00:00,170.58,80,-90.58,-690.8054,0.26100462
22288,2021-12-29 07:00:00+00:00,183.45,80,-103.45,-451.0815,0.260679608
22289,2021-12-29 07:30:00+00:00,183.45,100,-83.45,-578.0885,0.260313009
22290,2021-12-29 08:00:00+00:00,191.97,80,-111.97,-643.7505,0.25993072
22291,2021-12-29 08:30:00+00:00,191.97,85,-106.97,-672.2301,0.259468127
22292,2021-12-29 09:00:00+00:00,190.07,85,-105.07,-781.6826,0.25842363
22293,2021-12-29 09:30:00+00:00,190.07,85,-105.07,-1031.9082,0.25590529
22294,2021-12-29 10:00:00+00:00,200.58,85,-115.58,-813.9276,0.254956584
22295,2021-12-29 10:30:00+00:00,200.58,85,-115.58,-763.806,0.254156465
22296,2021-12-29 11:00:00+00:00,204,230,26,23.0819,0.254179507
22297,2021-12-29 11:30:00+00:00,204,149.17,-54.83,-136.574,0.254201672
22298,2021-12-29 12:00:00+00:00,176.33,148.52,-27.81,-95.7516,0.254257017
22299,2021-12-29 12:30:00+00:00,176.33,149.6,-26.73,-211.2331,0.254228032
22300,2021-12-29 13:00:00+00:00,159.39,80,-79.39,-572.6834,0.253928499
22301,2021-12-29 13:30:00+00:00,159.39,12,-147.39,-727.9885,0.253375213
22302,2021-12-29 14:00:00+00:00,158.73,80,-78.73,-102.8366,0.253407289
22303,2021-12-29 14:30:00+00:00,158.73,224.5,65.77,155.9483,0.253452474
22304,2021-12-29 15:00:00+00:00,194.17,99,-95.17,-45.8393,0.253477135
22305,2021-12-29 15:30:00+00:00,194.17,220,25.83,46.2379,0.253635926
22306,2021-12-29 16:00:00+00:00,232.3,228.90375,-3.39625,200.7781,0.253018242
22307,2021-12-29 16:30:00+00:00,232.3,236,3.7,474.7748,0.251721137
22308,2021-12-29 17:00:00+00:00,201.82,225,23.18,116.9026,0.251576362
22309,2021-12-29 17:30:00+00:00,201.82,228,26.18,11.9507,0.251247313
22310,2021-12-29 18:00:00+00:00,227.48,92.17705,-135.30295,-344.7998,0.251255847
22311,2021-12-29 18:30:00+00:00,227.48,0,-227.48,-629.294,0.251433546
22312,2021-12-29 19:00:00+00:00,160.53,101,-59.53,-120.613,0.251393648
22313,2021-12-29 19:30:00+00:00,160.53,38,-122.53,-38.1996,0.251385982
22314,2021-12-29 20:00:00+00:00,139.08,15,-124.08,-149.2631,0.251394761
22315,2021-12-29 20:30:00+00:00,139.08,-57.77,-196.85,-475.3127,0.251529683
22316,2021-12-29 21:00:00+00:00,111.87,-48.76,-160.63,-199.5983,0.251656822
22317,2021-12-29 21:30:00+00:00,111.87,-70,-181.87,-518.8266,0.251807939
22318,2021-12-29 22:00:00+00:00,62.7,-3.66,-66.36,-471.8455,0.251590168
22319,2021-12-29 22:30:00+00:00,62.7,0,-62.7,-893.2945,0.25056559
22320,2021-12-29 23:00:00+00:00,45.16,0,-45.16,-811.4447,0.249703431
22321,2021-12-29 23:30:00+00:00,45.16,-70.97,-116.13,-983.3435,0.248680987
22322,2021-12-30 00:00:00+00:00,37.75,-8.52,-46.27,-296.5629,0.248517723
22323,2021-12-30 00:30:00+00:00,37.75,35.55,-2.2,-95.411,0.248471743
22324,2021-12-30 01:00:00+00:00,17.52,224,206.48,34.1313,0.248482923
22325,2021-12-30 01:30:00+00:00,17.52,24.5,6.98,-164.5363,0.248371499
22326,2021-12-30 02:00:00+00:00,12.4,8.96,-3.44,-55.7582,0.248338669
22327,2021-12-30 02:30:00+00:00,12.4,8.9,-3.5,-118.0534,0.248281971
22328,2021-12-30 03:00:00+00:00,12.64,-47,-59.64,-553.3616,0.247880704
22329,2021-12-30 03:30:00+00:00,12.64,-63.72,-76.36,-941.0206,0.246716522
22330,2021-12-30 04:00:00+00:00,40.31,-63.72,-104.03,-1055.4676,0.245449053
22331,2021-12-30 04:30:00+00:00,40.31,-63.72,-104.03,-1092.7574,0.24408953
22332,2021-12-30 05:00:00+00:00,71.83,-62.5,-134.33,-853.3958,0.24353461
22333,2021-12-30 05:30:00+00:00,71.83,-48.76,-120.59,-732.5656,0.243137037
22334,2021-12-30 06:00:00+00:00,104.91,-62.5,-167.41,-651.8515,0.243084791
22335,2021-12-30 06:30:00+00:00,104.91,34.64,-70.27,-334.9652,0.242992051
22336,2021-12-30 07:00:00+00:00,134.72,0,-134.72,-258.0523,0.24307529
22337,2021-12-30 07:30:00+00:00,134.72,0,-134.72,-720.8303,0.242751986
22338,2021-12-30 08:00:00+00:00,160.77,-69.87,-230.64,-875.1524,0.242689769
22339,2021-12-30 08:30:00+00:00,160.77,0,-160.77,-488.3664,0.242712721
22340,2021-12-30 09:00:00+00:00,145.44,0.05,-145.39,-9.4919,0.242697497
22341,2021-12-30 09:30:00+00:00,145.44,220,74.56,8.4913,0.24267525
22342,2021-12-30 10:00:00+00:00,145.79,224,78.21,143.0801,0.242734173
22343,2021-12-30 10:30:00+00:00,145.79,224,78.21,165.4474,0.242792802
22344,2021-12-30 11:00:00+00:00,169.07,223.5,54.43,122.0534,0.242777816
22345,2021-12-30 11:30:00+00:00,169.07,20,-149.07,-61.2314,0.242813655
22346,2021-12-30 12:00:00+00:00,171.22,21,-150.22,-63.9306,0.242860555
22347,2021-12-30 12:30:00+00:00,171.22,239,67.78,374.6354,0.242787328
22348,2021-12-30 13:00:00+00:00,186.83,245,58.17,452.0916,0.242643717
22349,2021-12-30 13:30:00+00:00,186.83,232,45.17,100.7006,0.242614917
22350,2021-12-30 14:00:00+00:00,124.92,21,-103.92,-174.9641,0.24256661
22351,2021-12-30 14:30:00+00:00,124.92,220,95.08,113.7971,0.24264506
22352,2021-12-30 15:00:00+00:00,177,220,43,125.173,0.24270602
22353,2021-12-30 15:30:00+00:00,177,235,58,184.5428,0.242982546
22354,2021-12-30 16:00:00+00:00,230.94,235,4.06,75.417,0.243079152
22355,2021-12-30 16:30:00+00:00,230.94,235,4.06,106.4176,0.243118385
22356,2021-12-30 17:00:00+00:00,195.5,243,47.5,549.1775,0.242923473
